3755       INVSTG/DIRECTED SAFETY INVSTGN
3761       INVSTG/TECH SUPRT/ACCIDENT
3762       INVSTG/TECH SUPRT/INCIDENT
3763       INVSTG/TECH SUPRT/NMAC
3764       INVSTG/TECH SUPRT/OCCURRENCE
3765       INVSTG/TECH SUPRT/ENFORCEMENT
3766       INVSTG/TECH SUPRT/COMPLAINT
3771       INVSTG/TECH SUPRT/JAR COMPLIANC
3775       INVSTGTN/TECH SUPRT/SUPPS
3785       INVSTG/TECH ASST NO CERT
3799
3800.0      GENERAL TECHNICAL FUNCTIONS
3800.1
3801       GENRL TECH/EXEMPTION
3820       GENRL TECH/CONGRESSIONAL
3822       GENRL TECH/GENERAL ACCOUNTING OFF
3823       GENRL TECH/OFF IINSPECTOR GENERAL
3828       SURVL/AGNCY/INSP SPOT CHECK
3830       GENRL TECH/ADMIN HOTLINE RSPNS
3835       GENRL TECH/EVENT
3845       GENRL TECH/ACFT MAINT SEMINAR
3850       GENRL TECH/PROCESS DEVIATIONS
3890       GENRL TECH/TECH ASSIST NO CERT
3895       VIS DATA COLLECTION
3899
3900.0      AV EDUCATION & SAFETY EDUCATION
3900.1
3915       MANAGER MEETING PARTICIPATION
3923       ISSUE AVIATION SAFETY AWARD
3927       ISSUE AVIATION MAINT TECH AWARD
3931       AVIATION SAFETY MEETING
3932       FLIGHT INSTRUCTOR MEETING
3933       ASST/PARTICIPATE IN SAFETY MTG
3938       CONDUCT IA RENEWAL MEETING
3942       MAJOR EVENT/SAFETY/SUPPORT GRP
3943       PROGRAM MATERIAL DEVELOPMENT
3951       AIRMAN COUNSELING
3953       SAFETY ACTION ITEM
3981       AVIATION EDUC ACT/MEETING
3999       MAINTENANCE RESERVED
4999
5000.0      AVIONICS
5000.1
5000.2      TECH STAFF ADMIN FUNCTIONS
5000.3
5001       STAFF/ADMIN/EVALUATE TECH DOC
5010       STAFF/ADMIN/HUMAN RELATIONS
5012       STAFF/ADMIN/PTNRSHP FOR SAFETY
5021       STAFF/ADMIN/FORMAL TRAINING
5023       STAFF/ADMIN/OJT TRAINEE
5024       STAFF/ADMIN/OJT TRAINER
5025       STAFF/ADMIN/OTHER TRAINING
5030       STAFF/AMIN/CONVEY NONREG SFTY
5040       STAFF/ADMIN/TELEPHONE STANDBY
5045       STAFF/ADMIN/SPECIAL PROJECTS
5099
"5200.0      AOC,AMO,ATO CERTIFICATION"
5200.1
5202       ORG/CERT/ORIGINAL
5215       ORG/CERT/OPER/ISSUE AUTH/WAIVR
5230       ORG/CERT/ORIG ATO
5231       CERT/ORIG/AMO
5235       RESUMPTION OF SERVICE
5236       MERGERS/ACQUISITIONS
5240       ORG/CERT/CERT SUPPORT
5242       ORG/CERT/AGNCY/ORIG/WAIVER-ISSU
5243       ORG/CERT/AGNCY/ORIG/DEVIATION-I
